pair_ID	entailment_judgment	relatedness_score
1414	ENTAILMENT	0.75
1415	ENTAILMENT	0.6
1417	ENTAILMENT	0.6
1419	NEUTRAL	0.5
1421	ENTAILMENT	0.75
1427	NEUTRAL	0.25
1429	NEUTRAL	0.25
1431	ENTAILMENT	0.75
1432	ENTAILMENT	0.666666666667
1434	NEUTRAL	0.333333333333
1435	NEUTRAL	0.4
1438	ENTAILMENT	0.666666666667
1444	NEUTRAL	0.5
1446	NEUTRAL	0.25
1448	NEUTRAL	0.4
1453	CONTRADICTION	0.0
1455	CONTRADICTION	0.0
1458	NEUTRAL	0.5
1461	CONTRADICTION	0.0
1463	CONTRADICTION	0.0
1464	CONTRADICTION	0.0
1466	ENTAILMENT	0.857142857143
1467	ENTAILMENT	0.833333333333
1473	NEUTRAL	0.333333333333
1474	NEUTRAL	0.333333333333
1476	NEUTRAL	0.4
1479	ENTAILMENT	0.8
1480	ENTAILMENT	0.8
1481	ENTAILMENT	0.75
1482	NEUTRAL	0.5
1483	ENTAILMENT	0.8
1484	NEUTRAL	0.4
1486	ENTAILMENT	0.6
1488	NEUTRAL	0.2
1489	NEUTRAL	0.333333333333
1494	ENTAILMENT	0.6
1498	ENTAILMENT	0.6
1499	ENTAILMENT	0.6
1501	ENTAILMENT	1.0
1504	ENTAILMENT	0.714285714286
1505	ENTAILMENT	0.857142857143
1509	NEUTRAL	0.333333333333
1511	ENTAILMENT	0.7
1513	ENTAILMENT	0.666666666667
1514	ENTAILMENT	0.833333333333
1517	NEUTRAL	0.1
1519	NEUTRAL	0.111111111111
1521	ENTAILMENT	0.6
1523	ENTAILMENT	0.75
1524	NEUTRAL	0.5
1527	NEUTRAL	0.4
1531	ENTAILMENT	0.75
1532	ENTAILMENT	0.666666666667
1534	CONTRADICTION	0.0
1535	CONTRADICTION	0.0
1536	CONTRADICTION	0.0
1538	ENTAILMENT	0.666666666667
1541	ENTAILMENT	0.666666666667
1545	NEUTRAL	0.2
1547	ENTAILMENT	0.833333333333
1549	ENTAILMENT	0.8
1550	ENTAILMENT	0.6
1551	ENTAILMENT	0.6
1552	NEUTRAL	0.4
1553	ENTAILMENT	0.666666666667
1557	ENTAILMENT	0.666666666667
1558	NEUTRAL	0.5
1559	NEUTRAL	0.5
1563	NEUTRAL	0.5
1565	ENTAILMENT	0.75
1566	ENTAILMENT	0.6
1570	ENTAILMENT	0.6
1573	NEUTRAL	0.2
1574	NEUTRAL	0.25
1575	NEUTRAL	0.2
1576	NEUTRAL	0.25
1580	NEUTRAL	0.5
1582	NEUTRAL	0.166666666667
1585	NEUTRAL	0.166666666667
1586	NEUTRAL	0.25
1587	NEUTRAL	0.375
1588	ENTAILMENT	0.714285714286
1591	NEUTRAL	0.166666666667
1592	CONTRADICTION	0.0
1595	NEUTRAL	0.285714285714
1599	NEUTRAL	0.5
1601	NEUTRAL	0.142857142857
1604	NEUTRAL	0.142857142857
1606	NEUTRAL	0.142857142857
1607	NEUTRAL	0.5
1609	NEUTRAL	0.428571428571
1610	ENTAILMENT	0.833333333333
1612	NEUTRAL	0.5
1614	ENTAILMENT	0.833333333333
1615	NEUTRAL	0.428571428571
1618	ENTAILMENT	1.0
1621	NEUTRAL	0.5
1625	NEUTRAL	0.166666666667
1626	NEUTRAL	0.2
1627	NEUTRAL	0.333333333333
1629	NEUTRAL	0.222222222222
1631	ENTAILMENT	0.714285714286
1632	NEUTRAL	0.428571428571
1635	CONTRADICTION	0.0
1639	NEUTRAL	0.222222222222
1640	ENTAILMENT	0.8
1641	ENTAILMENT	0.625
1643	ENTAILMENT	0.666666666667
1646	NEUTRAL	0.333333333333
1647	NEUTRAL	0.5
1648	ENTAILMENT	0.6
1649	NEUTRAL	0.4
1650	NEUTRAL	0.375
1651	ENTAILMENT	0.6
1652	ENTAILMENT	0.6
1653	ENTAILMENT	0.8
1655	NEUTRAL	0.5
1657	ENTAILMENT	0.625
1659	NEUTRAL	0.25
1660	NEUTRAL	0.4
1661	NEUTRAL	0.4
1663	NEUTRAL	0.4
1668	ENTAILMENT	0.8
1669	NEUTRAL	0.4
1670	CONTRADICTION	0.0
1671	CONTRADICTION	0.0
1673	CONTRADICTION	0.0
1675	NEUTRAL	0.222222222222
1677	ENTAILMENT	0.571428571429
1680	ENTAILMENT	0.625
1682	ENTAILMENT	0.666666666667
1687	NEUTRAL	0.555555555556
1691	ENTAILMENT	0.714285714286
1694	ENTAILMENT	0.6
1697	NEUTRAL	0.2
1700	NEUTRAL	0.142857142857
1702	NEUTRAL	0.2
1705	NEUTRAL	0.5
1706	ENTAILMENT	0.75
1707	NEUTRAL	0.166666666667
1708	NEUTRAL	0.166666666667
1712	NEUTRAL	0.5
1714	NEUTRAL	0.5
1715	ENTAILMENT	0.833333333333
1716	ENTAILMENT	0.833333333333
1719	ENTAILMENT	0.833333333333
1721	NEUTRAL	0.333333333333
1723	ENTAILMENT	0.75
1724	ENTAILMENT	0.666666666667
1729	CONTRADICTION	0.0
1733	CONTRADICTION	0.0
1736	NEUTRAL	0.2
1741	CONTRADICTION	0.0
1747	ENTAILMENT	0.8
1751	NEUTRAL	0.285714285714
1753	NEUTRAL	0.4
1755	ENTAILMENT	0.666666666667
1756	NEUTRAL	0.375
1757	ENTAILMENT	0.6
1759	NEUTRAL	0.2
1765	ENTAILMENT	0.8
1766	ENTAILMENT	0.571428571429
1771	NEUTRAL	0.2
1772	NEUTRAL	0.125
1773	NEUTRAL	0.2
1776	NEUTRAL	0.166666666667
1777	NEUTRAL	0.2
1780	ENTAILMENT	0.857142857143
1781	ENTAILMENT	0.75
1782	ENTAILMENT	0.714285714286
1783	NEUTRAL	0.5
1784	NEUTRAL	0.375
1787	NEUTRAL	0.444444444444
1789	ENTAILMENT	1.0
1791	NEUTRAL	0.5
1792	NEUTRAL	0.5
1798	NEUTRAL	0.2
1808	NEUTRAL	0.166666666667
1809	NEUTRAL	0.142857142857
1812	NEUTRAL	0.2
1814	NEUTRAL	0.555555555556
1815	NEUTRAL	0.181818181818
1818	NEUTRAL	0.5
1820	CONTRADICTION	0.0
1822	CONTRADICTION	0.0
1823	CONTRADICTION	0.0
1825	CONTRADICTION	0.0
1829	ENTAILMENT	0.714285714286
1830	ENTAILMENT	0.625
1832	CONTRADICTION	0.0
1840	NEUTRAL	0.545454545455
1841	NEUTRAL	0.545454545455
1842	ENTAILMENT	0.833333333333
1844	CONTRADICTION	0.0
1846	CONTRADICTION	0.0
1849	CONTRADICTION	0.0
1851	NEUTRAL	0.555555555556
1852	NEUTRAL	0.4375
1853	ENTAILMENT	0.777777777778
1854	NEUTRAL	0.25
1866	NEUTRAL	0.25
1869	NEUTRAL	0.166666666667
1873	ENTAILMENT	0.75
1874	NEUTRAL	0.5
1876	ENTAILMENT	0.7
1878	NEUTRAL	0.5
1879	NEUTRAL	0.1
1882	NEUTRAL	0.142857142857
1884	NEUTRAL	0.142857142857
1886	ENTAILMENT	0.714285714286
1887	NEUTRAL	0.428571428571
1888	ENTAILMENT	0.8
1892	NEUTRAL	0.2
1894	NEUTRAL	0.4
1897	NEUTRAL	0.4
1898	ENTAILMENT	0.714285714286
1904	NEUTRAL	0.166666666667
1907	NEUTRAL	0.166666666667
1908	NEUTRAL	0.333333333333
1909	ENTAILMENT	0.833333333333
1910	ENTAILMENT	0.571428571429
1912	ENTAILMENT	0.75
1918	NEUTRAL	0.166666666667
1919	NEUTRAL	0.142857142857
1921	NEUTRAL	0.166666666667
1927	NEUTRAL	0.333333333333
1934	CONTRADICTION	0.0
1935	ENTAILMENT	0.625
1936	ENTAILMENT	0.8
1939	NEUTRAL	0.125
1940	CONTRADICTION	0.0
