pair_ID	relatedness_score	entailment_judgment
290    2.689869    NaN
292    2.581426    NaN
294    3.606496    NaN
295    2.737945    NaN
297    1.865703    NaN
298    2.286646    NaN
299    1.988444    NaN
300    3.719064    NaN
306    2.980581    NaN
307    3.085598    NaN
308    2.259986    NaN
314    3.153178    NaN
316    3.084320    NaN
318    2.043501    NaN
319    2.955668    NaN
320    2.636856    NaN
321    2.994708    NaN
322    3.116127    NaN
324    3.662363    NaN
325    2.524066    NaN
326    2.425799    NaN
328    2.413507    NaN
330    2.344199    NaN
334    3.576377    NaN
336    2.617770    NaN
337    1.926874    NaN
343    3.536482    NaN
345    2.619409    NaN
348    2.907259    NaN
349    2.090164    NaN
350    2.046086    NaN
352    3.377252    NaN
353    3.376207    NaN
355    3.242230    NaN
356    2.536364    NaN
357    3.152344    NaN
359    2.588710    NaN
364    3.199422    NaN
365    3.549522    NaN
368    3.154925    NaN
369    3.168086    NaN
371    3.585940    NaN
376    2.087255    NaN
383    3.527615    NaN
385    2.906742    NaN
386    3.065569    NaN
388    3.292506    NaN
389    2.477505    NaN
399    2.802262    NaN
400    2.705925    NaN
401    2.284477    NaN
405    2.581877    NaN
406    3.018813    NaN
407    2.035893    NaN
408    2.815144    NaN
411    3.091840    NaN
412    3.224361    NaN
414    3.779141    NaN
416    3.421836    NaN
418    2.849700    NaN
419    2.838414    NaN
420    3.072900    NaN
421    3.024698    NaN
424    2.518828    NaN
425    3.399281    NaN
426    3.732237    NaN
429    3.013191    NaN
430    3.407184    NaN
431    2.811550    NaN
432    3.394134    NaN
433    3.306051    NaN
437    2.870819    NaN
443    2.817175    NaN
444    3.454654    NaN
445    3.493404    NaN
448    2.449943    NaN
452    2.544250    NaN
453    3.428000    NaN
455    2.960389    NaN
456    3.320326    NaN
458    2.299118    NaN
459    2.689813    NaN
460    2.468257    NaN
463    3.385454    NaN
464    3.767549    NaN
466    2.683827    NaN
467    2.808999    NaN
468    2.506685    NaN
469    3.442640    NaN
471    2.636401    NaN
472    2.700560    NaN
474    3.084433    NaN
478    2.958352    NaN
479    2.616411    NaN
480    3.131498    NaN
481    2.444398    NaN
482    3.211286    NaN
483    2.525839    NaN
487    2.552892    NaN
488    2.773529    NaN
490    2.577390    NaN
492    2.763209    NaN
493    3.135791    NaN
495    2.788770    NaN
498    2.503346    NaN
501    3.026017    NaN
502    3.283713    NaN
503    2.911268    NaN
504    2.511280    NaN
509    2.905210    NaN
510    2.856483    NaN
511    3.122574    NaN
512    2.521984    NaN
517    2.704746    NaN
518    2.588892    NaN
519    2.672782    NaN
521    2.453875    NaN
523    3.406586    NaN
525    2.725419    NaN
532    3.501977    NaN
533    3.758545    NaN
534    2.493177    NaN
536    2.560793    NaN
537    1.988097    NaN
539    2.604376    NaN
540    3.454926    NaN
543    2.737126    NaN
544    3.462187    NaN
546    3.461096    NaN
547    2.985825    NaN
549    2.491199    NaN
553    2.000573    NaN
554    3.148753    NaN
558    3.465856    NaN
559    3.359359    NaN
562    2.705253    NaN
563    2.744475    NaN
566    2.746700    NaN
567    3.487260    NaN
569    3.230462    NaN
571    3.402484    NaN
572    3.255648    NaN
573    2.381742    NaN
574    2.752123    NaN
575    2.443977    NaN
576    2.927561    NaN
577    3.119555    NaN
578    2.194779    NaN
579    2.263779    NaN
580    3.438617    NaN
582    3.738854    NaN
583    3.749491    NaN
584    3.912688    NaN
585    2.980941    NaN
589    2.443490    NaN
590    3.555652    NaN
591    2.814064    NaN
593    2.922122    NaN
594    2.817798    NaN
595    2.728376    NaN
596    2.540614    NaN
598    2.644479    NaN
600    3.637342    NaN
602    2.731524    NaN
607    3.076403    NaN
608    2.096614    NaN
610    2.402724    NaN
612    2.631741    NaN
613    3.393133    NaN
614    3.363902    NaN
615    3.220107    NaN
616    2.461065    NaN
618    2.956350    NaN
620    2.462454    NaN
623    2.627481    NaN
624    2.713158    NaN
627    2.984636    NaN
633    2.404523    NaN
635    3.216493    NaN
636    2.812931    NaN
639    3.702167    NaN
640    3.135961    NaN
642    3.895836    NaN
644    2.841047    NaN
652    3.119236    NaN
654    2.482073    NaN
656    3.384460    NaN
658    3.640327    NaN
659    2.278906    NaN
662    3.342023    NaN
664    3.009661    NaN
665    3.156028    NaN
666    3.487461    NaN
667    3.197590    NaN
669    2.763960    NaN
670    3.002174    NaN
673    2.483859    NaN
674    2.126663    NaN
675    2.920584    NaN
677    3.339233    NaN
681    3.156742    NaN
682    2.647268    NaN
683    3.757633    NaN
684    2.255007    NaN
686    2.448340    NaN
688    3.090887    NaN
694    3.790049    NaN
695    2.206261    NaN
700    2.726891    NaN
701    2.668882    NaN
705    2.615782    NaN
706    2.934964    NaN
707    2.835547    NaN
708    2.973526    NaN
710    2.357761    NaN
711    2.277464    NaN
712    2.972571    NaN
713    3.503743    NaN
714    3.407454    NaN
716    3.610318    NaN
719    2.002380    NaN
720    2.010009    NaN
721    1.852568    NaN
724    1.888027    NaN
726    2.808089    NaN
739    3.727458    NaN
740    2.794879    NaN
742    3.041703    NaN
743    2.126695    NaN
744    2.807271    NaN
750    2.723891    NaN
751    3.302056    NaN
753    3.735321    NaN
755    3.106599    NaN
756    3.019432    NaN
758    3.137573    NaN
763    3.143463    NaN
767    2.530384    NaN
770    2.148510    NaN
771    3.245392    NaN
773    3.056076    NaN
775    3.679957    NaN
776    2.012991    NaN
778    2.301183    NaN
779    1.880932    NaN
781    2.933671    NaN
782    3.332961    NaN
786    2.686044    NaN
787    2.628705    NaN
788    2.968739    NaN
790    3.534994    NaN
794    3.601589    NaN
795    3.210489    NaN
798    2.886823    NaN
800    3.066791    NaN
801    2.497174    NaN
803    2.975689    NaN
805    3.194952    NaN
806    3.637386    NaN
807    3.334547    NaN
808    3.527042    NaN
809    3.245631    NaN
810    2.259778    NaN
814    2.256386    NaN
815    2.354331    NaN
817    2.432454    NaN
818    2.700170    NaN
819    3.776117    NaN
821    2.651126    NaN
823    2.124823    NaN
826    2.034638    NaN
828    3.364551    NaN
829    2.804865    NaN
832    3.180542    NaN
833    2.651568    NaN
834    2.375022    NaN
835    2.050651    NaN
837    3.006247    NaN
838    2.772058    NaN
840    3.126476    NaN
842    3.391073    NaN
843    3.436360    NaN
847    2.627863    NaN
849    2.251944    NaN
850    3.207151    NaN
853    2.717561    NaN
854    2.758986    NaN
856    3.322632    NaN
861    3.230165    NaN
863    2.907391    NaN
865    2.903132    NaN
871    2.972578    NaN
875    2.795722    NaN
877    2.454684    NaN
884    2.367145    NaN
885    2.267425    NaN
886    2.901196    NaN
890    3.511181    NaN
891    2.857977    NaN
894    2.631223    NaN
896    2.597893    NaN
897    2.311451    NaN
900    3.386869    NaN
901    3.727063    NaN
903    2.740539    NaN
905    3.041945    NaN
907    3.707147    NaN
911    3.800598    NaN
912    3.364836    NaN
914    3.744916    NaN
916    2.556045    NaN
918    2.526744    NaN
919    2.386706    NaN
921    2.429404    NaN
923    3.741815    NaN
924    3.275490    NaN
925    2.902079    NaN
926    2.378487    NaN
928    3.112683    NaN
929    2.270930    NaN
930    3.439575    NaN
934    3.054960    NaN
937    3.546072    NaN
938    3.414507    NaN
939    3.394894    NaN
941    3.404127    NaN
942    2.749782    NaN
946    3.450675    NaN
951    3.352511    NaN
952    3.795593    NaN
954    3.006852    NaN
955    2.643483    NaN
958    3.246715    NaN
964    3.846052    NaN
965    3.322481    NaN
966    2.468146    NaN
968    1.916630    NaN
969    3.110267    NaN
971    2.073131    NaN
972    2.658059    NaN
974    3.286215    NaN
976    3.288212    NaN
977    3.789043    NaN
981    2.149016    NaN
982    3.081215    NaN
983    2.237390    NaN
986    2.991359    NaN
990    2.864604    NaN
992    2.558187    NaN
993    2.203085    NaN
995    2.542697    NaN
997    3.013070    NaN
999    3.341410    NaN
1001    3.464581    NaN
1003    2.491974    NaN
1005    3.074788    NaN
1006    2.579793    NaN
1011    3.755842    NaN
1012    3.271355    NaN
1013    2.899987    NaN
1014    3.747217    NaN
1015    3.171579    NaN
1017    2.947007    NaN
1020    2.240763    NaN
1023    3.084145    NaN
1024    3.799002    NaN
1025    3.859112    NaN
1027    2.677737    NaN
1030    2.978909    NaN
1032    3.817046    NaN
1034    3.358993    NaN
1035    2.999466    NaN
1036    3.371762    NaN
1040    2.593535    NaN
1041    2.959703    NaN
1042    2.001114    NaN
1051    2.633603    NaN
1056    1.912461    NaN
1058    2.963783    NaN
1059    3.892070    NaN
1060    3.352514    NaN
1062    2.745847    NaN
1063    3.618699    NaN
1066    2.483479    NaN
1067    2.454577    NaN
1070    3.389115    NaN
1071    3.374135    NaN
1072    2.855975    NaN
1073    3.279805    NaN
1075    2.913630    NaN
1077    3.383636    NaN
1078    2.542309    NaN
1079    3.391567    NaN
1081    3.013316    NaN
1085    3.390464    NaN
1086    2.842961    NaN
1089    2.977718    NaN
1098    3.455484    NaN
1100    2.751013    NaN
1101    3.007794    NaN
1103    2.968136    NaN
1106    3.825291    NaN
1107    3.637140    NaN
1110    3.204337    NaN
1113    2.915139    NaN
1114    2.237097    NaN
1116    1.987899    NaN
1121    3.071205    NaN
1123    3.081281    NaN
1124    3.646634    NaN
1126    3.342414    NaN
1127    2.892540    NaN
1130    3.229145    NaN
1131    3.216115    NaN
1132    2.894177    NaN
1134    2.851332    NaN
1136    2.670925    NaN
1138    2.551589    NaN
1139    3.041977    NaN
1140    3.180990    NaN
1141    3.352242    NaN
1142    3.458923    NaN
1143    2.498830    NaN
1144    2.259245    NaN
1146    1.937613    NaN
1148    3.227205    NaN
1150    3.205486    NaN
1151    3.099194    NaN
1152    3.089865    NaN
1156    2.859908    NaN
1158    3.118479    NaN
1159    3.582482    NaN
1160    3.409891    NaN
1163    2.443574    NaN
1164    3.203119    NaN
1166    2.891488    NaN
1168    3.311140    NaN
1171    2.766290    NaN
1172    2.533137    NaN
1173    2.372470    NaN
1174    2.726349    NaN
1176    3.290754    NaN
1181    2.126904    NaN
1183    2.212725    NaN
1185    3.150287    NaN
1186    3.322098    NaN
1187    3.740850    NaN
1189    2.894432    NaN
1197    2.744010    NaN
1198    3.198464    NaN
1199    2.564987    NaN
1201    3.022627    NaN
1203    3.082387    NaN
1204    2.864836    NaN
1208    3.636247    NaN
1209    3.109236    NaN
1210    2.796079    NaN
1211    2.505911    NaN
1216    3.686799    NaN
1217    3.385513    NaN
1218    3.180886    NaN
1220    3.016686    NaN
1223    2.447747    NaN
1224    2.820471    NaN
1225    3.013601    NaN
1226    3.325869    NaN
1229    2.571947    NaN
1231    2.768629    NaN
1233    3.163642    NaN
1234    3.347593    NaN
1235    3.056570    NaN
1238    3.334784    NaN
1243    3.270861    NaN
1245    3.004756    NaN
1247    3.079880    NaN
1250    2.742496    NaN
1252    3.341754    NaN
1253    3.329847    NaN
1254    2.942843    NaN
1256    2.851977    NaN
1257    3.069153    NaN
1258    2.112240    NaN
1260    3.646532    NaN
1261    3.154133    NaN
1262    3.452356    NaN
1263    2.674011    NaN
1264    2.927682    NaN
1265    2.855796    NaN
1267    2.347709    NaN
1269    3.462730    NaN
1272    3.491416    NaN
1277    2.101798    NaN
1278    1.904303    NaN
1279    2.526626    NaN
1281    3.342329    NaN
1285    2.214286    NaN
1286    2.002077    NaN
1288    3.400859    NaN
1289    3.705264    NaN
1290    3.087459    NaN
1295    2.393103    NaN
1296    3.078262    NaN
1298    3.124546    NaN
1299    3.187422    NaN
1300    3.361153    NaN
1301    2.765620    NaN
1304    2.839746    NaN
1306    2.453894    NaN
1307    2.771613    NaN
1309    3.684382    NaN
1310    2.935176    NaN
1312    3.265922    NaN
1313    2.839694    NaN
1314    2.012362    NaN
1315    2.215351    NaN
1316    3.034786    NaN
1320    3.781012    NaN
1322    2.662307    NaN
1323    3.618371    NaN
1324    3.526444    NaN
1325    2.883920    NaN
1327    3.684655    NaN
1330    3.627727    NaN
1331    3.438374    NaN
1332    3.447575    NaN
1334    3.563306    NaN
1337    2.509576    NaN
1338    2.467778    NaN
1339    2.991709    NaN
1340    2.625859    NaN
1343    2.542171    NaN
1347    3.364401    NaN
1348    3.750610    NaN
1349    3.340600    NaN
1351    3.745558    NaN
1353    2.295335    NaN
1356    2.570159    NaN
1357    2.912595    NaN
1360    2.657468    NaN
1362    3.000941    NaN
1363    3.000613    NaN
1364    2.534022    NaN
1366    2.547231    NaN
1367    3.102695    NaN
1369    2.992259    NaN
1370    3.472615    NaN
1374    2.473403    NaN
1375    3.056962    NaN
1377    3.156867    NaN
1382    3.392093    NaN
1383    3.261665    NaN
1391    2.475406    NaN
1392    2.288529    NaN
1393    2.181185    NaN
1394    3.291761    NaN
1395    2.579428    NaN
1397    2.962309    NaN
1398    2.571272    NaN
1401    2.552834    NaN
1402    2.570618    NaN
1406    3.653760    NaN
1411    1.965337    NaN
1413    3.174721    NaN
1416    2.960472    NaN
1418    2.277252    NaN
1420    2.835400    NaN
1422    3.403423    NaN
1423    3.420582    NaN
1424    3.093293    NaN
1425    2.976294    NaN
1426    2.287093    NaN
1428    2.422311    NaN
1430    3.137457    NaN
1433    3.458941    NaN
1436    3.084081    NaN
1437    2.707168    NaN
1439    3.789160    NaN
1440    3.087296    NaN
1441    3.792664    NaN
1442    2.540125    NaN
1445    3.355889    NaN
1447    2.549787    NaN
1449    3.351100    NaN
1450    3.542899    NaN
1451    3.054966    NaN
1452    2.464195    NaN
1454    3.122491    NaN
1456    2.317883    NaN
1457    3.274373    NaN
1459    2.522069    NaN
1460    2.658512    NaN
1462    2.497500    NaN
1465    2.494205    NaN
1468    3.711117    NaN
1471    1.946732    NaN
1472    2.896751    NaN
1475    3.129139    NaN
1477    3.168528    NaN
1478    2.588336    NaN
1485    3.322897    NaN
1490    2.528921    NaN
1491    2.830462    NaN
1492    2.793279    NaN
1496    3.143416    NaN
1497    3.711486    NaN
1500    3.375586    NaN
1502    3.221047    NaN
1507    2.504176    NaN
1508    2.663802    NaN
1510    2.396841    NaN
1512    2.113048    NaN
1515    2.336805    NaN
1516    2.218759    NaN
1518    2.003266    NaN
1520    2.435847    NaN
1522    3.736016    NaN
1526    2.057483    NaN
1528    3.316302    NaN
1529    3.181692    NaN
1530    2.741949    NaN
1533    3.240617    NaN
1537    2.444563    NaN
1539    2.710678    NaN
1540    3.522544    NaN
1542    2.368654    NaN
1543    2.197093    NaN
1544    2.608156    NaN
1546    2.522975    NaN
1548    2.930618    NaN
1554    2.822224    NaN
1555    3.910585    NaN
1556    2.831189    NaN
1560    3.247672    NaN
1561    2.755457    NaN
1562    2.700791    NaN
1564    2.884751    NaN
1567    3.488436    NaN
1568    3.463630    NaN
1569    3.386682    NaN
1571    2.642954    NaN
1572    2.507957    NaN
1577    2.264388    NaN
1578    2.625366    NaN
1579    3.167511    NaN
1581    3.449796    NaN
1583    2.268388    NaN
1589    3.254864    NaN
1590    3.562805    NaN
1593    3.006794    NaN
1594    2.846329    NaN
1596    2.960932    NaN
1597    2.440352    NaN
1598    3.543650    NaN
1600    2.533340    NaN
1602    2.666622    NaN
1603    2.421882    NaN
1605    2.960264    NaN
1611    3.387402    NaN
1613    3.545159    NaN
1616    2.422806    NaN
1617    2.964654    NaN
1619    2.715167    NaN
1620    3.166448    NaN
1622    2.834481    NaN
1623    2.744678    NaN
1624    2.256399    NaN
1630    3.261976    NaN
1633    2.375512    NaN
1634    3.054617    NaN
1636    2.553274    NaN
1637    2.653260    NaN
1638    2.198948    NaN
1642    3.108991    NaN
1644    2.829229    NaN
1645    3.738428    NaN
1654    3.094914    NaN
1656    2.923185    NaN
1658    3.803150    NaN
1662    2.103554    NaN
1664    3.294317    NaN
1665    3.596639    NaN
1666    2.273050    NaN
1667    3.675064    NaN
1672    2.278725    NaN
1674    1.902707    NaN
1678    3.155010    NaN
1679    2.416909    NaN
1681    3.657007    NaN
1683    2.935040    NaN
1684    3.149590    NaN
1685    2.911134    NaN
1686    2.114236    NaN
1688    2.043083    NaN
1689    2.772025    NaN
1692    2.683279    NaN
1693    2.659127    NaN
1695    2.851027    NaN
1696    2.572332    NaN
1698    3.249274    NaN
1699    3.383615    NaN
1701    2.522645    NaN
1704    3.741445    NaN
1709    2.338864    NaN
1710    2.260562    NaN
1713    3.119790    NaN
1717    2.915056    NaN
1718    2.908507    NaN
1720    3.044324    NaN
1722    2.364067    NaN
1725    3.641464    NaN
1726    3.754975    NaN
1727    3.816593    NaN
1728    2.592830    NaN
1730    2.057639    NaN
1731    1.906379    NaN
1732    2.298101    NaN
1734    2.740071    NaN
1735    3.502528    NaN
1737    3.051410    NaN
1738    2.659681    NaN
1739    2.606257    NaN
1740    2.769614    NaN
1742    2.589139    NaN
1743    3.414509    NaN
1744    2.935692    NaN
1745    2.673843    NaN
1746    2.894506    NaN
1748    2.071602    NaN
1749    2.223111    NaN
1750    1.961977    NaN
1752    2.599189    NaN
1758    3.435144    NaN
1760    2.862026    NaN
1761    3.263786    NaN
1762    2.559416    NaN
1763    2.271500    NaN
1764    2.814574    NaN
1767    2.838598    NaN
1768    3.514481    NaN
1769    3.000561    NaN
1770    3.325482    NaN
1774    2.270930    NaN
1775    2.570995    NaN
1778    3.499767    NaN
1779    2.913189    NaN
1785    2.991865    NaN
1786    2.899094    NaN
1788    2.792293    NaN
1790    3.219452    NaN
1793    3.333594    NaN
1794    1.983123    NaN
1795    2.146600    NaN
1796    2.693213    NaN
1797    2.731602    NaN
1799    3.538205    NaN
1800    2.181330    NaN
1801    2.813227    NaN
1802    3.265737    NaN
1803    3.301552    NaN
1804    2.735292    NaN
1805    3.009123    NaN
1806    2.959938    NaN
1810    2.171502    NaN
1813    3.744984    NaN
1816    3.011581    NaN
1817    2.879405    NaN
1819    2.138676    NaN
1821    1.989528    NaN
1824    2.296999    NaN
1826    3.794758    NaN
1827    2.751151    NaN
1828    3.312870    NaN
1831    3.506627    NaN
1833    2.778229    NaN
1834    2.287797    NaN
1835    2.605010    NaN
1836    2.531533    NaN
1837    2.687553    NaN
1838    2.538244    NaN
1843    3.287654    NaN
1845    2.041193    NaN
1848    2.285328    NaN
1850    3.804798    NaN
1855    2.750454    NaN
1856    3.251535    NaN
1857    3.228748    NaN
1858    3.267484    NaN
1859    3.537680    NaN
1860    3.262441    NaN
1862    3.406167    NaN
1863    1.969033    NaN
1864    2.016656    NaN
1865    2.862016    NaN
1867    1.844058    NaN
1868    2.772487    NaN
1870    2.899608    NaN
1871    3.141092    NaN
1872    3.883896    NaN
1875    2.617605    NaN
1880    3.086969    NaN
1883    2.382848    NaN
1885    3.695101    NaN
1889    3.396239    NaN
1890    3.252618    NaN
1891    2.977618    NaN
1893    2.659846    NaN
1895    3.129907    NaN
1896    2.768900    NaN
1899    3.135473    NaN
1901    2.908490    NaN
1902    3.263510    NaN
1903    2.328724    NaN
1905    2.086186    NaN
1906    2.441712    NaN
1911    2.726251    NaN
1913    3.055691    NaN
1914    3.650551    NaN
1915    2.638952    NaN
1916    2.094192    NaN
1917    2.995184    NaN
1920    2.303950    NaN
1922    3.683900    NaN
1923    3.481335    NaN
1924    2.689352    NaN
1925    3.452845    NaN
1926    3.398065    NaN
1928    2.781997    NaN
1929    2.656637    NaN
1930    3.249784    NaN
1931    1.954760    NaN
1932    2.448110    NaN
1933    2.885409    NaN
1937    3.381053    NaN
1938    2.910592    NaN
1941    3.002714    NaN
1945    3.723596    NaN
1947    3.187995    NaN
1950    2.733627    NaN
1951    2.330360    NaN
1953    3.413667    NaN
1956    3.800911    NaN
1957    2.524411    NaN
1958    2.075088    NaN
1959    1.875981    NaN
1960    2.475171    NaN
1962    2.055995    NaN
1965    3.574895    NaN
1966    2.858061    NaN
1968    3.090717    NaN
1971    3.121987    NaN
1973    3.193459    NaN
1976    3.757869    NaN
1977    3.852650    NaN
1979    3.328648    NaN
1980    3.727065    NaN
1982    2.360508    NaN
1983    2.360008    NaN
1985    2.271152    NaN
1986    2.545365    NaN
1990    3.285208    NaN
1995    3.540334    NaN
1997    2.580119    NaN
1998    3.111780    NaN
2002    2.131523    NaN
2003    3.327320    NaN
2010    2.869192    NaN
2013    2.355078    NaN
2017    3.340020    NaN
2021    2.839756    NaN
2022    2.466272    NaN
2026    2.775255    NaN
2028    3.424159    NaN
2031    3.323814    NaN
2032    3.604051    NaN
2033    3.094112    NaN
2034    2.364678    NaN
2036    3.114096    NaN
2039    3.037869    NaN
2042    3.693968    NaN
2043    3.775736    NaN
2044    3.191283    NaN
2046    2.725194    NaN
2048    2.431364    NaN
2050    2.368680    NaN
2053    3.014259    NaN
2054    2.761720    NaN
2057    2.816867    NaN
2060    2.914949    NaN
2062    2.485485    NaN
2063    2.452203    NaN
2065    3.404459    NaN
2069    2.960685    NaN
2071    2.526293    NaN
2074    2.958601    NaN
2077    2.288394    NaN
2083    2.298038    NaN
2085    2.365827    NaN
2093    3.650819    NaN
2095    2.168441    NaN
2099    2.439931    NaN
2101    3.369719    NaN
2106    2.251977    NaN
2108    3.726320    NaN
2110    3.127342    NaN
2111    2.746192    NaN
2114    2.297746    NaN
2116    3.149396    NaN
2120    3.032458    NaN
2126    2.976304    NaN
2127    3.750993    NaN
2128    3.296164    NaN
2129    3.348571    NaN
2131    2.589673    NaN
2133    3.116328    NaN
2134    3.408943    NaN
2135    3.095436    NaN
2137    3.703002    NaN
2138    3.422431    NaN
2140    3.203476    NaN
2142    2.460277    NaN
2143    2.542803    NaN
2147    2.393454    NaN
2149    2.459451    NaN
2151    2.993719    NaN
2152    2.635265    NaN
2154    2.852824    NaN
2155    2.489433    NaN
2156    1.915765    NaN
2158    2.401484    NaN
2159    2.509706    NaN
2160    2.334458    NaN
2161    2.982894    NaN
2168    3.709542    NaN
2169    3.618552    NaN
2173    2.387859    NaN
2174    3.798140    NaN
2177    2.654836    NaN
2178    3.460637    NaN
2182    3.750165    NaN
2185    2.834529    NaN
2186    3.002209    NaN
2187    2.675306    NaN
2189    3.363701    NaN
2190    3.233925    NaN
2191    3.703052    NaN
2193    3.226400    NaN
2194    3.506206    NaN
2197    2.974294    NaN
2200    2.924939    NaN
2201    3.192525    NaN
2204    3.893170    NaN
2206    3.608224    NaN
2209    3.522824    NaN
2211    2.996819    NaN
2214    3.461784    NaN
2216    3.155196    NaN
2219    3.667823    NaN
2220    2.973632    NaN
2223    3.649492    NaN
2224    2.040369    NaN
2225    3.085998    NaN
2227    2.800793    NaN
2230    2.963059    NaN
2237    3.456112    NaN
2241    3.017342    NaN
2244    2.508308    NaN
2245    2.999903    NaN
2246    3.483332    NaN
2248    3.867336    NaN
2249    3.062887    NaN
2254    3.019989    NaN
2255    3.667758    NaN
2256    3.189638    NaN
2257    3.076031    NaN
2258    3.175411    NaN
2262    3.140937    NaN
2265    3.429342    NaN
2267    2.953170    NaN
2268    2.854896    NaN
2269    2.148170    NaN
2270    2.811562    NaN
2271    3.387588    NaN
2273    2.930271    NaN
2276    2.954028    NaN
2278    2.919096    NaN
2279    2.115007    NaN
2280    2.882461    NaN
2283    3.134801    NaN
2285    2.848991    NaN
2290    3.733391    NaN
2292    3.061821    NaN
2293    3.136544    NaN
2294    2.602324    NaN
2295    3.130412    NaN
2296    2.400074    NaN
2298    2.606451    NaN
2300    3.687751    NaN
2301    2.495789    NaN
2306    3.133695    NaN
2312    3.011011    NaN
2313    3.137274    NaN
2320    3.102878    NaN
2321    3.148057    NaN
2323    3.435505    NaN
2324    1.968320    NaN
2325    3.225444    NaN
2326    3.045473    NaN
2328    3.815325    NaN
2331    3.398726    NaN
2335    3.310059    NaN
2336    3.109589    NaN
2337    3.139303    NaN
2342    2.906293    NaN
2343    2.280271    NaN
2345    2.293968    NaN
2346    3.906278    NaN
2347    3.335995    NaN
2349    3.406887    NaN
2353    2.581589    NaN
2354    3.169949    NaN
2355    2.666725    NaN
2356    2.435129    NaN
2357    3.166135    NaN
2361    2.828017    NaN
2367    2.663902    NaN
2370    2.669976    NaN
2371    3.297004    NaN
2372    3.387083    NaN
2373    2.306265    NaN
2376    3.389415    NaN
2378    3.147978    NaN
2379    3.362979    NaN
2380    3.452383    NaN
2382    3.082418    NaN
2384    2.662500    NaN
2387    3.264364    NaN
2389    3.719698    NaN
2390    3.265661    NaN
2393    2.701432    NaN
2394    3.121796    NaN
2395    3.556586    NaN
2396    3.787276    NaN
2398    3.508161    NaN
2399    3.139864    NaN
2403    2.664802    NaN
2406    2.926625    NaN
2408    3.413731    NaN
2411    1.870204    NaN
