pair_ID	relatedness_score	entailment_judgment
620	2.462454	NEUTRAL
623	2.627481	NEUTRAL
624	2.713158	NEUTRAL
627	2.984636	NEUTRAL
633	2.404523	NEUTRAL
635	3.216493	NEUTRAL
636	2.812931	NEUTRAL
639	3.702167	ENTAILMENT
640	3.135961	ENTAILMENT
642	3.895836	CONTRADICTION
644	2.841047	NEUTRAL
652	3.119236	NEUTRAL
654	2.482073	NEUTRAL
656	3.384460	ENTAILMENT
658	3.640327	NEUTRAL
659	2.278906	NEUTRAL
662	3.342023	NEUTRAL
664	3.009661	NEUTRAL
665	3.156028	ENTAILMENT
666	3.487461	NEUTRAL
667	3.197590	CONTRADICTION
669	2.763960	ENTAILMENT
670	3.002174	NEUTRAL
673	2.483859	NEUTRAL
674	2.126663	NEUTRAL
675	2.920584	NEUTRAL
677	3.339233	CONTRADICTION
681	3.156742	NEUTRAL
682	2.647268	NEUTRAL
683	3.757633	NEUTRAL
684	2.255007	NEUTRAL
686	2.448340	NEUTRAL
688	3.090887	NEUTRAL
694	3.790049	ENTAILMENT
695	2.206261	NEUTRAL
700	2.726891	NEUTRAL
701	2.668882	NEUTRAL
705	2.615782	NEUTRAL
706	2.934964	ENTAILMENT
707	2.835547	NEUTRAL
708	2.973526	NEUTRAL
710	2.357761	NEUTRAL
711	2.277464	NEUTRAL
712	2.972571	NEUTRAL
713	3.503743	ENTAILMENT
714	3.407454	NEUTRAL
716	3.610318	ENTAILMENT
719	2.002380	NEUTRAL
720	2.010009	NEUTRAL
721	1.852568	NEUTRAL
724	1.888027	NEUTRAL
726	2.808089	NEUTRAL
739	3.727458	CONTRADICTION
740	2.794879	NEUTRAL
742	3.041703	NEUTRAL
743	2.126695	NEUTRAL
744	2.807271	NEUTRAL
750	2.723891	NEUTRAL
751	3.302056	NEUTRAL
753	3.735321	ENTAILMENT
755	3.106599	NEUTRAL
756	3.019432	NEUTRAL
758	3.137573	NEUTRAL
763	3.143463	NEUTRAL
767	2.530384	NEUTRAL
770	2.148510	NEUTRAL
771	3.245392	NEUTRAL
773	3.056076	ENTAILMENT
775	3.679957	ENTAILMENT
776	2.012991	NEUTRAL
778	2.301183	NEUTRAL
779	1.880932	NEUTRAL
781	2.933671	ENTAILMENT
782	3.332961	CONTRADICTION
786	2.686044	NEUTRAL
787	2.628705	NEUTRAL
788	2.968739	NEUTRAL
790	3.534994	NEUTRAL
794	3.601589	ENTAILMENT
795	3.210489	ENTAILMENT
798	2.886823	NEUTRAL
800	3.066791	NEUTRAL
801	2.497174	NEUTRAL
803	2.975689	NEUTRAL
805	3.194952	NEUTRAL
806	3.637386	CONTRADICTION
807	3.334547	ENTAILMENT
808	3.527042	ENTAILMENT
809	3.245631	NEUTRAL
810	2.259778	NEUTRAL
814	2.256386	NEUTRAL
815	2.354331	NEUTRAL
817	2.432454	ENTAILMENT
818	2.700170	NEUTRAL
819	3.776117	NEUTRAL
821	2.651126	NEUTRAL
823	2.124823	NEUTRAL
826	2.034638	NEUTRAL
828	3.364551	ENTAILMENT
829	2.804865	NEUTRAL
832	3.180542	NEUTRAL
833	2.651568	NEUTRAL
834	2.375022	NEUTRAL
835	2.050651	NEUTRAL
837	3.006247	NEUTRAL
838	2.772058	NEUTRAL
840	3.126476	NEUTRAL
842	3.391073	NEUTRAL
843	3.436360	NEUTRAL
847	2.627863	NEUTRAL
849	2.251944	NEUTRAL
850	3.207151	NEUTRAL
853	2.717561	NEUTRAL
854	2.758986	NEUTRAL
856	3.322632	ENTAILMENT
861	3.230165	NEUTRAL
863	2.907391	NEUTRAL
865	2.903132	NEUTRAL
871	2.972578	NEUTRAL
875	2.795722	NEUTRAL
877	2.454684	CONTRADICTION
884	2.367145	NEUTRAL
885	2.267425	NEUTRAL
886	2.901196	NEUTRAL
890	3.511181	ENTAILMENT
891	2.857977	NEUTRAL
894	2.631223	NEUTRAL
896	2.597893	NEUTRAL
897	2.311451	NEUTRAL
900	3.386869	ENTAILMENT
901	3.727063	ENTAILMENT
903	2.740539	NEUTRAL
905	3.041945	NEUTRAL
907	3.707147	NEUTRAL
911	3.800598	NEUTRAL
912	3.364836	ENTAILMENT
914	3.744916	ENTAILMENT
916	2.556045	NEUTRAL
918	2.526744	NEUTRAL
919	2.386706	NEUTRAL
921	2.429404	NEUTRAL
923	3.741815	ENTAILMENT
924	3.275490	ENTAILMENT
925	2.902079	NEUTRAL
926	2.378487	CONTRADICTION
928	3.112683	NEUTRAL
929	2.270930	NEUTRAL
930	3.439575	ENTAILMENT
934	3.054960	ENTAILMENT
937	3.546072	ENTAILMENT
938	3.414507	NEUTRAL
939	3.394894	NEUTRAL
941	3.404127	NEUTRAL
942	2.749782	NEUTRAL
946	3.450675	NEUTRAL
951	3.352511	ENTAILMENT
952	3.795593	ENTAILMENT
954	3.006852	NEUTRAL
955	2.643483	NEUTRAL
958	3.246715	NEUTRAL
964	3.846052	CONTRADICTION
965	3.322481	NEUTRAL
966	2.468146	NEUTRAL
968	1.916630	NEUTRAL
969	3.110267	NEUTRAL
971	2.073131	NEUTRAL
972	2.658059	NEUTRAL
974	3.286215	NEUTRAL
976	3.288212	ENTAILMENT
977	3.789043	ENTAILMENT
981	2.149016	NEUTRAL
982	3.081215	NEUTRAL
983	2.237390	NEUTRAL
986	2.991359	ENTAILMENT
990	2.864604	ENTAILMENT
992	2.558187	NEUTRAL
993	2.203085	NEUTRAL
995	2.542697	NEUTRAL
997	3.013070	NEUTRAL
999	3.341410	CONTRADICTION
1001	3.464581	ENTAILMENT
1003	2.491974	NEUTRAL
1005	3.074788	NEUTRAL
1006	2.579793	NEUTRAL
1011	3.755842	CONTRADICTION
1012	3.271355	NEUTRAL
1013	2.899987	NEUTRAL
1014	3.747217	NEUTRAL
1015	3.171579	NEUTRAL
1017	2.947007	NEUTRAL
1020	2.240763	NEUTRAL
1023	3.084145	NEUTRAL
1024	3.799002	NEUTRAL
1025	3.859112	NEUTRAL
1027	2.677737	NEUTRAL
1030	2.978909	NEUTRAL
1032	3.817046	ENTAILMENT
1034	3.358993	NEUTRAL
1035	2.999466	ENTAILMENT
1036	3.371762	ENTAILMENT
1040	2.593535	NEUTRAL
1041	2.959703	NEUTRAL
1042	2.001114	NEUTRAL
1051	2.633603	NEUTRAL
1056	1.912461	NEUTRAL
1058	2.963783	ENTAILMENT
1059	3.892070	ENTAILMENT
1060	3.352514	NEUTRAL
1062	2.745847	CONTRADICTION
1063	3.618699	ENTAILMENT
1066	2.483479	NEUTRAL
1067	2.454577	NEUTRAL
1070	3.389115	NEUTRAL
1071	3.374135	ENTAILMENT
1072	2.855975	NEUTRAL
1073	3.279805	ENTAILMENT
1075	2.913630	NEUTRAL
1077	3.383636	NEUTRAL
1078	2.542309	NEUTRAL
1079	3.391567	NEUTRAL
1081	3.013316	NEUTRAL
1085	3.390464	CONTRADICTION
1086	2.842961	ENTAILMENT
1089	2.977718	NEUTRAL
1098	3.455484	ENTAILMENT
1100	2.751013	NEUTRAL
1101	3.007794	NEUTRAL
1103	2.968136	NEUTRAL
1106	3.825291	ENTAILMENT
1107	3.637140	NEUTRAL
1110	3.204337	CONTRADICTION
1113	2.915139	NEUTRAL
1114	2.237097	NEUTRAL
1116	1.987899	NEUTRAL
1121	3.071205	ENTAILMENT
1123	3.081281	ENTAILMENT
1124	3.646634	CONTRADICTION
1126	3.342414	NEUTRAL
1127	2.892540	ENTAILMENT
1130	3.229145	CONTRADICTION
1131	3.216115	ENTAILMENT
1132	2.894177	NEUTRAL
1134	2.851332	NEUTRAL
1136	2.670925	NEUTRAL
1138	2.551589	NEUTRAL
1139	3.041977	NEUTRAL
1140	3.180990	NEUTRAL
1141	3.352242	ENTAILMENT
1142	3.458923	CONTRADICTION
1143	2.498830	NEUTRAL
1144	2.259245	NEUTRAL
1146	1.937613	NEUTRAL
1148	3.227205	ENTAILMENT
1150	3.205486	ENTAILMENT
1151	3.099194	CONTRADICTION
1152	3.089865	NEUTRAL
1156	2.859908	ENTAILMENT
1158	3.118479	ENTAILMENT
1159	3.582482	ENTAILMENT
1160	3.409891	ENTAILMENT
1163	2.443574	NEUTRAL
1164	3.203119	NEUTRAL
1166	2.891488	ENTAILMENT
1168	3.311140	ENTAILMENT
1171	2.766290	NEUTRAL
1172	2.533137	NEUTRAL
1173	2.372470	NEUTRAL
1174	2.726349	ENTAILMENT
1176	3.290754	ENTAILMENT
1181	2.126904	NEUTRAL
1183	2.212725	NEUTRAL
1185	3.150287	ENTAILMENT
1186	3.322098	ENTAILMENT
1187	3.740850	ENTAILMENT
1189	2.894432	NEUTRAL
1197	2.744010	CONTRADICTION
1198	3.198464	NEUTRAL
1199	2.564987	NEUTRAL
1201	3.022627	NEUTRAL
1203	3.082387	NEUTRAL
1204	2.864836	NEUTRAL
1208	3.636247	ENTAILMENT
1209	3.109236	CONTRADICTION
1210	2.796079	NEUTRAL
1211	2.505911	NEUTRAL
1216	3.686799	CONTRADICTION
1217	3.385513	ENTAILMENT
1218	3.180886	ENTAILMENT
1220	3.016686	NEUTRAL
1223	2.447747	NEUTRAL
1224	2.820471	ENTAILMENT
1225	3.013601	CONTRADICTION
1226	3.325869	ENTAILMENT
1229	2.571947	NEUTRAL
1231	2.768629	NEUTRAL
1233	3.163642	ENTAILMENT
1234	3.347593	CONTRADICTION
1235	3.056570	NEUTRAL
1238	3.334784	ENTAILMENT
1243	3.270861	CONTRADICTION
1245	3.004756	CONTRADICTION
1247	3.079880	NEUTRAL
1250	2.742496	NEUTRAL
1252	3.341754	CONTRADICTION
1253	3.329847	ENTAILMENT
1254	2.942843	NEUTRAL
1256	2.851977	NEUTRAL
1257	3.069153	NEUTRAL
1258	2.112240	NEUTRAL
1260	3.646532	ENTAILMENT
1261	3.154133	CONTRADICTION
1262	3.452356	NEUTRAL
1263	2.674011	NEUTRAL
1264	2.927682	NEUTRAL
1265	2.855796	NEUTRAL
1267	2.347709	NEUTRAL
1269	3.462730	NEUTRAL
1272	3.491416	CONTRADICTION
1277	2.101798	NEUTRAL
1278	1.904303	NEUTRAL
1279	2.526626	NEUTRAL
1281	3.342329	CONTRADICTION
1285	2.214286	NEUTRAL
1286	2.002077	NEUTRAL
1288	3.400859	CONTRADICTION
1289	3.705264	ENTAILMENT
1290	3.087459	ENTAILMENT
1295	2.393103	NEUTRAL
1296	3.078262	NEUTRAL
1298	3.124546	ENTAILMENT
1299	3.187422	NEUTRAL
1300	3.361153	CONTRADICTION
1301	2.765620	NEUTRAL
1304	2.839746	NEUTRAL
1306	2.453894	NEUTRAL
1307	2.771613	NEUTRAL
1309	3.684382	NEUTRAL
1310	2.935176	CONTRADICTION
1312	3.265922	CONTRADICTION
1313	2.839694	NEUTRAL
1314	2.012362	NEUTRAL
1315	2.215351	NEUTRAL
1316	3.034786	NEUTRAL
1320	3.781012	ENTAILMENT
1322	2.662307	NEUTRAL
1323	3.618371	ENTAILMENT
1324	3.526444	NEUTRAL
1325	2.883920	NEUTRAL
1327	3.684655	ENTAILMENT
1330	3.627727	ENTAILMENT
1331	3.438374	CONTRADICTION
1332	3.447575	CONTRADICTION
1334	3.563306	NEUTRAL
1337	2.509576	NEUTRAL
1338	2.467778	NEUTRAL
1339	2.991709	NEUTRAL
1340	2.625859	NEUTRAL
1343	2.542171	NEUTRAL
1347	3.364401	NEUTRAL
1348	3.750610	ENTAILMENT
1349	3.340600	ENTAILMENT
1351	3.745558	ENTAILMENT
1353	2.295335	NEUTRAL
1356	2.570159	NEUTRAL
1357	2.912595	ENTAILMENT
1360	2.657468	NEUTRAL
1362	3.000941	NEUTRAL
1363	3.000613	NEUTRAL
1364	2.534022	NEUTRAL
1366	2.547231	NEUTRAL
1367	3.102695	ENTAILMENT
1369	2.992259	ENTAILMENT
1370	3.472615	CONTRADICTION
1374	2.473403	NEUTRAL
1375	3.056962	NEUTRAL
1377	3.156867	CONTRADICTION
1382	3.392093	NEUTRAL
1383	3.261665	NEUTRAL
1391	2.475406	NEUTRAL
1392	2.288529	NEUTRAL
1393	2.181185	NEUTRAL
1394	3.291761	ENTAILMENT
1395	2.579428	NEUTRAL
1397	2.962309	NEUTRAL
1398	2.571272	NEUTRAL
1401	2.552834	NEUTRAL
1402	2.570618	NEUTRAL
1406	3.653760	ENTAILMENT
1411	1.965337	NEUTRAL
1413	3.174721	ENTAILMENT
1416	2.960472	ENTAILMENT
1418	2.277252	NEUTRAL
1420	2.835400	NEUTRAL
1422	3.403423	NEUTRAL
1423	3.420582	NEUTRAL
1424	3.093293	CONTRADICTION
1425	2.976294	NEUTRAL
1426	2.287093	NEUTRAL
1428	2.422311	NEUTRAL
1430	3.137457	NEUTRAL
1433	3.458941	CONTRADICTION
1436	3.084081	NEUTRAL
1437	2.707168	NEUTRAL
1439	3.789160	ENTAILMENT
1440	3.087296	NEUTRAL
1441	3.792664	ENTAILMENT
1442	2.540125	NEUTRAL
1445	3.355889	ENTAILMENT
1447	2.549787	NEUTRAL
1449	3.351100	NEUTRAL
1450	3.542899	ENTAILMENT
1451	3.054966	CONTRADICTION
1452	2.464195	NEUTRAL
1454	3.122491	NEUTRAL
1456	2.317883	NEUTRAL
1457	3.274373	ENTAILMENT
1459	2.522069	NEUTRAL
1460	2.658512	NEUTRAL
1462	2.497500	NEUTRAL
1465	2.494205	NEUTRAL
1468	3.711117	ENTAILMENT
1471	1.946732	NEUTRAL
1472	2.896751	NEUTRAL
1475	3.129139	ENTAILMENT
1477	3.168528	ENTAILMENT
1478	2.588336	CONTRADICTION
1485	3.322897	ENTAILMENT
1490	2.528921	NEUTRAL
1491	2.830462	NEUTRAL
1492	2.793279	NEUTRAL
1496	3.143416	CONTRADICTION
1497	3.711486	NEUTRAL
1500	3.375586	NEUTRAL
1502	3.221047	NEUTRAL
1507	2.504176	NEUTRAL
1508	2.663802	NEUTRAL
1510	2.396841	NEUTRAL
1512	2.113048	NEUTRAL
1515	2.336805	NEUTRAL
1516	2.218759	NEUTRAL
1518	2.003266	NEUTRAL
1520	2.435847	NEUTRAL
1522	3.736016	ENTAILMENT
1526	2.057483	NEUTRAL
1528	3.316302	NEUTRAL
1529	3.181692	ENTAILMENT
1530	2.741949	NEUTRAL
1533	3.240617	NEUTRAL
1537	2.444563	NEUTRAL
1539	2.710678	CONTRADICTION
1540	3.522544	ENTAILMENT
1542	2.368654	NEUTRAL
1543	2.197093	NEUTRAL
1544	2.608156	NEUTRAL
1546	2.522975	NEUTRAL
1548	2.930618	NEUTRAL
1554	2.822224	NEUTRAL
1555	3.910585	NEUTRAL
1556	2.831189	ENTAILMENT
1560	3.247672	NEUTRAL
1561	2.755457	ENTAILMENT
1562	2.700791	NEUTRAL
1564	2.884751	NEUTRAL
1567	3.488436	ENTAILMENT
1568	3.463630	ENTAILMENT
1569	3.386682	CONTRADICTION
1571	2.642954	NEUTRAL
1572	2.507957	NEUTRAL
1577	2.264388	NEUTRAL
1578	2.625366	NEUTRAL
1579	3.167511	CONTRADICTION
1581	3.449796	ENTAILMENT
1583	2.268388	NEUTRAL
1589	3.254864	NEUTRAL
1590	3.562805	NEUTRAL
1593	3.006794	NEUTRAL
1594	2.846329	NEUTRAL
1596	2.960932	ENTAILMENT
1597	2.440352	NEUTRAL
1598	3.543650	ENTAILMENT
1600	2.533340	NEUTRAL
1602	2.666622	NEUTRAL
1603	2.421882	NEUTRAL
1605	2.960264	NEUTRAL
1611	3.387402	ENTAILMENT
1613	3.545159	NEUTRAL
1616	2.422806	NEUTRAL
1617	2.964654	NEUTRAL
1619	2.715167	CONTRADICTION
1620	3.166448	CONTRADICTION
1622	2.834481	NEUTRAL
1623	2.744678	NEUTRAL
1624	2.256399	NEUTRAL
1630	3.261976	ENTAILMENT
1633	2.375512	NEUTRAL
1634	3.054617	NEUTRAL
1636	2.553274	NEUTRAL
1637	2.653260	NEUTRAL
1638	2.198948	NEUTRAL
1642	3.108991	NEUTRAL
1644	2.829229	NEUTRAL
1645	3.738428	NEUTRAL
1654	3.094914	CONTRADICTION
1656	2.923185	NEUTRAL
1658	3.803150	NEUTRAL
1662	2.103554	NEUTRAL
1664	3.294317	ENTAILMENT
1665	3.596639	NEUTRAL
1666	2.273050	NEUTRAL
1667	3.675064	ENTAILMENT
1672	2.278725	NEUTRAL
1674	1.902707	NEUTRAL
1678	3.155010	NEUTRAL
1679	2.416909	NEUTRAL
1681	3.657007	CONTRADICTION
1683	2.935040	NEUTRAL
1684	3.149590	NEUTRAL
1685	2.911134	NEUTRAL
1686	2.114236	NEUTRAL
1688	2.043083	NEUTRAL
1689	2.772025	NEUTRAL
1692	2.683279	NEUTRAL
1693	2.659127	CONTRADICTION
1695	2.851027	NEUTRAL
1696	2.572332	NEUTRAL
1698	3.249274	NEUTRAL
1699	3.383615	NEUTRAL
1701	2.522645	NEUTRAL
1704	3.741445	ENTAILMENT
1709	2.338864	NEUTRAL
1710	2.260562	NEUTRAL
1713	3.119790	CONTRADICTION
1717	2.915056	NEUTRAL
1718	2.908507	NEUTRAL
1720	3.044324	NEUTRAL
1722	2.364067	NEUTRAL
1725	3.641464	NEUTRAL
1726	3.754975	CONTRADICTION
1727	3.816593	NEUTRAL
1728	2.592830	NEUTRAL
1730	2.057639	NEUTRAL
1731	1.906379	NEUTRAL
1732	2.298101	NEUTRAL
1734	2.740071	NEUTRAL
1735	3.502528	NEUTRAL
1737	3.051410	NEUTRAL
1738	2.659681	NEUTRAL
1739	2.606257	NEUTRAL
1740	2.769614	NEUTRAL
1742	2.589139	NEUTRAL
1743	3.414509	NEUTRAL
1744	2.935692	CONTRADICTION
1745	2.673843	NEUTRAL
1746	2.894506	NEUTRAL
1748	2.071602	NEUTRAL
1749	2.223111	NEUTRAL
1750	1.961977	NEUTRAL
